variant,setups,trades,fill_rate,win_rate,total_r,avg_r,pf,max_dd_r,avg_mae_r,avg_mfe_r,avg_risk_atr,avg_fill_delay_m15,tp,sl,time,worst_year_r,retest_r,wait_hours,confirm_bars,close_loc_min,close_below_limit
confirm_0.25r_2h_2b_cl0.65_any,27,6,22.22222222222222,100.0,6.2334101923230705,1.0389016987205117,inf,0.0,0.46943950642231974,1.436067094288114,1.6618836592543962,2.1666666666666665,6,0,0,0.9731912194858894,0.25,2.0,2,0.65,False
confirm_0.25r_3h_2b_cl0.65_any,27,6,22.22222222222222,100.0,6.2334101923230705,1.0389016987205117,inf,0.0,0.46943950642231974,1.436067094288114,1.6618836592543962,2.1666666666666665,6,0,0,0.9731912194858894,0.25,3.0,2,0.65,False
confirm_0.25r_4h_2b_cl0.65_any,27,6,22.22222222222222,100.0,6.2334101923230705,1.0389016987205117,inf,0.0,0.46943950642231974,1.436067094288114,1.6618836592543962,2.1666666666666665,6,0,0,0.9731912194858894,0.25,4.0,2,0.65,False
confirm_0.30r_2h_2b_cl0.60_any,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,2.0,2,0.6,False
confirm_0.30r_2h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,2.0,2,0.6,True
confirm_0.30r_3h_2b_cl0.60_any,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,3.0,2,0.6,False
confirm_0.30r_3h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,3.0,2,0.6,True
confirm_0.30r_4h_2b_cl0.60_any,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,4.0,2,0.6,False
confirm_0.30r_4h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.209863145579343,1.0349771909298904,inf,0.0,0.5019310970493881,1.5332954780262351,1.4744850608994662,2.8333333333333335,6,0,0,0.8543452539720469,0.3,4.0,2,0.6,True
confirm_0.25r_2h_4b_cl0.60_below,27,10,37.03703703703704,80.0,5.95454460806077,0.595454460806077,3.546008360806694,2.3387765333865964,0.5489758378898544,1.2441962881576893,1.593342998739341,2.9,8,2,0,-1.199490021498441,0.25,2.0,4,0.6,True
confirm_0.25r_3h_4b_cl0.60_below,27,10,37.03703703703704,80.0,5.95454460806077,0.595454460806077,3.546008360806694,2.3387765333865964,0.5489758378898544,1.2441962881576893,1.593342998739341,2.9,8,2,0,-1.199490021498441,0.25,3.0,4,0.6,True
confirm_0.25r_4h_4b_cl0.60_below,27,10,37.03703703703704,80.0,5.95454460806077,0.595454460806077,3.546008360806694,2.3387765333865964,0.5489758378898544,1.2441962881576893,1.593342998739341,2.9,8,2,0,-1.199490021498441,0.25,4.0,4,0.6,True
confirm_0.30r_2h_4b_cl0.60_below,27,8,29.629629629629626,87.5,5.866357011616158,0.7332946264520197,5.890709306850021,1.1994900214984412,0.5522436955015269,1.3259694651820175,1.447584320536727,3.0,7,1,0,-1.199490021498441,0.3,2.0,4,0.6,True
confirm_0.30r_3h_4b_cl0.60_below,27,8,29.629629629629626,87.5,5.866357011616158,0.7332946264520197,5.890709306850021,1.1994900214984412,0.5522436955015269,1.3259694651820175,1.447584320536727,3.0,7,1,0,-1.199490021498441,0.3,3.0,4,0.6,True
confirm_0.30r_4h_4b_cl0.60_below,27,8,29.629629629629626,87.5,5.866357011616158,0.7332946264520197,5.890709306850021,1.1994900214984412,0.5522436955015269,1.3259694651820175,1.447584320536727,3.0,7,1,0,-1.199490021498441,0.3,4.0,4,0.6,True
confirm_0.20r_2h_4b_cl0.75_below,27,10,37.03703703703704,80.0,5.849041401754803,0.5849041401754803,3.517796432262537,1.3119654985489335,0.7536195961203523,1.1796153069142208,1.7568225734821787,2.4,7,2,1,-1.199490021498441,0.2,2.0,4,0.75,True
confirm_0.30r_2h_8b_cl0.75_below,27,8,29.629629629629626,87.5,5.763755659628366,0.7204694574535457,5.8051718282975795,1.1994900214984412,0.5682031438121846,1.3693034772006771,1.512172359663625,2.25,7,1,0,-1.199490021498441,0.3,2.0,8,0.75,True
confirm_0.25r_2h_4b_cl0.65_any,27,10,37.03703703703704,80.0,5.613630288526442,0.5613630288526442,3.4002422670103463,2.3387765333865964,0.6060153057923973,1.296524154930151,1.5251250984781906,2.7,8,2,0,-1.199490021498441,0.25,2.0,4,0.65,False
confirm_0.25r_3h_4b_cl0.65_any,27,10,37.03703703703704,80.0,5.613630288526442,0.5613630288526442,3.4002422670103463,2.3387765333865964,0.6060153057923973,1.296524154930151,1.5251250984781906,2.7,8,2,0,-1.199490021498441,0.25,3.0,4,0.65,False
confirm_0.25r_4h_4b_cl0.65_any,27,10,37.03703703703704,80.0,5.613630288526442,0.5613630288526442,3.4002422670103463,2.3387765333865964,0.6060153057923973,1.296524154930151,1.5251250984781906,2.7,8,2,0,-1.199490021498441,0.25,4.0,4,0.65,False
confirm_0.30r_2h_4b_cl0.65_any,27,8,29.629629629629626,87.5,5.551420660709045,0.6939275825886306,5.628150765084343,1.1994900214984412,0.5942123237609493,1.364813429133381,1.4138353324956385,2.75,7,1,0,-1.199490021498441,0.3,2.0,4,0.65,False
confirm_0.30r_3h_4b_cl0.65_any,27,8,29.629629629629626,87.5,5.551420660709045,0.6939275825886306,5.628150765084343,1.1994900214984412,0.5942123237609493,1.364813429133381,1.4138353324956385,2.75,7,1,0,-1.199490021498441,0.3,3.0,4,0.65,False
confirm_0.30r_4h_4b_cl0.65_any,27,8,29.629629629629626,87.5,5.551420660709045,0.6939275825886306,5.628150765084343,1.1994900214984412,0.5942123237609493,1.364813429133381,1.4138353324956385,2.75,7,1,0,-1.199490021498441,0.3,4.0,4,0.65,False
confirm_0.25r_2h_4b_cl0.75_any,27,10,37.03703703703704,80.0,5.489493717703034,0.5489493717703035,3.3471646988667767,2.3387765333865964,0.6022761687010314,1.2960701277620028,1.5439025369207227,2.7,7,2,1,-1.199490021498441,0.25,2.0,4,0.75,False
confirm_0.25r_3h_4b_cl0.75_any,27,10,37.03703703703704,80.0,5.489493717703034,0.5489493717703035,3.3471646988667767,2.3387765333865964,0.6022761687010314,1.2960701277620028,1.5439025369207227,2.7,7,2,1,-1.199490021498441,0.25,3.0,4,0.75,False
confirm_0.25r_4h_4b_cl0.75_any,27,10,37.03703703703704,80.0,5.489493717703034,0.5489493717703035,3.3471646988667767,2.3387765333865964,0.6022761687010314,1.2960701277620028,1.5439025369207227,2.7,7,2,1,-1.199490021498441,0.25,4.0,4,0.75,False
confirm_0.20r_2h_2b_cl0.75_below,27,5,18.51851851851852,100.0,5.322251532538454,1.0644503065076907,inf,0.0,0.595631823030209,1.5698036380170322,1.8127040173058606,2.2,5,0,0,0.9731912194858894,0.2,2.0,2,0.75,True
confirm_0.25r_2h_2b_cl0.75_any,27,5,18.51851851851852,100.0,5.237683920572534,1.047536784114507,inf,0.0,0.5469855094468267,1.4830546087243643,1.6407106825570252,2.2,5,0,0,0.9731912194858894,0.25,2.0,2,0.75,False
confirm_0.25r_3h_2b_cl0.75_any,27,5,18.51851851851852,100.0,5.237683920572534,1.047536784114507,inf,0.0,0.5469855094468267,1.4830546087243643,1.6407106825570252,2.2,5,0,0,0.9731912194858894,0.25,3.0,2,0.75,False
confirm_0.25r_4h_2b_cl0.75_any,27,5,18.51851851851852,100.0,5.237683920572534,1.047536784114507,inf,0.0,0.5469855094468267,1.4830546087243643,1.6407106825570252,2.2,5,0,0,0.9731912194858894,0.25,4.0,2,0.75,False
confirm_0.25r_2h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.130095181600948,1.0260190363201898,inf,0.0,0.4960346551693874,1.4324520653979076,1.7698816331782257,2.6,5,0,0,0.9731912194858894,0.25,2.0,2,0.65,True
confirm_0.25r_3h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.130095181600948,1.0260190363201898,inf,0.0,0.4960346551693874,1.4324520653979076,1.7698816331782257,2.6,5,0,0,0.9731912194858894,0.25,3.0,2,0.65,True
confirm_0.25r_4h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.130095181600948,1.0260190363201898,inf,0.0,0.4960346551693874,1.4324520653979076,1.7698816331782257,2.6,5,0,0,0.9731912194858894,0.25,4.0,2,0.65,True
confirm_0.30r_2h_2b_cl0.65_any,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,2.0,2,0.65,False
confirm_0.30r_2h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,2.0,2,0.65,True
confirm_0.30r_3h_2b_cl0.65_any,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,3.0,2,0.65,False
confirm_0.30r_3h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,3.0,2,0.65,True
confirm_0.30r_4h_2b_cl0.65_any,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,4.0,2,0.65,False
confirm_0.30r_4h_2b_cl0.65_below,27,5,18.51851851851852,100.0,5.031914052617518,1.0063828105235035,inf,0.0,0.5104091359241718,1.4788489199744062,1.5327593070734056,3.0,5,0,0,0.8543452539720469,0.3,4.0,2,0.65,True
confirm_0.25r_2h_4b_cl0.65_below,27,9,33.33333333333333,77.77777777777779,4.776595515098945,0.5307328350109939,3.042347974212969,2.3387765333865964,0.558913052913675,1.1818260681435016,1.638924017484849,3.0,7,2,0,-1.199490021498441,0.25,2.0,4,0.65,True
confirm_0.25r_3h_4b_cl0.65_below,27,9,33.33333333333333,77.77777777777779,4.776595515098945,0.5307328350109939,3.042347974212969,2.3387765333865964,0.558913052913675,1.1818260681435016,1.638924017484849,3.0,7,2,0,-1.199490021498441,0.25,3.0,4,0.65,True
confirm_0.25r_4h_4b_cl0.65_below,27,9,33.33333333333333,77.77777777777779,4.776595515098945,0.5307328350109939,3.042347974212969,2.3387765333865964,0.558913052913675,1.1818260681435016,1.638924017484849,3.0,7,2,0,-1.199490021498441,0.25,4.0,4,0.65,True
confirm_0.30r_2h_4b_cl0.65_below,27,7,25.925925925925924,85.71428571428571,4.688407918654332,0.6697725598077617,4.90866771263126,1.1994900214984412,0.5654869516195352,1.2574610647386801,1.4853658191805776,3.142857142857143,6,1,0,-1.199490021498441,0.3,2.0,4,0.65,True
confirm_0.30r_3h_4b_cl0.65_below,27,7,25.925925925925924,85.71428571428571,4.688407918654332,0.6697725598077617,4.90866771263126,1.1994900214984412,0.5654869516195352,1.2574610647386801,1.4853658191805776,3.142857142857143,6,1,0,-1.199490021498441,0.3,3.0,4,0.65,True
confirm_0.30r_4h_4b_cl0.65_below,27,7,25.925925925925924,85.71428571428571,4.688407918654332,0.6697725598077617,4.90866771263126,1.1994900214984412,0.5654869516195352,1.2574610647386801,1.4853658191805776,3.142857142857143,6,1,0,-1.199490021498441,0.3,4.0,4,0.65,True
confirm_0.25r_2h_4b_cl0.75_below,27,9,33.33333333333333,77.77777777777779,4.652458944275537,0.5169398826972819,2.9892704060693993,2.3387765333865964,0.5547584561454907,1.1813215935122259,1.6597878379765516,3.0,6,2,1,-1.199490021498441,0.25,2.0,4,0.75,True
confirm_0.25r_3h_4b_cl0.75_below,27,9,33.33333333333333,77.77777777777779,4.652458944275537,0.5169398826972819,2.9892704060693993,2.3387765333865964,0.5547584561454907,1.1813215935122259,1.6597878379765516,3.0,6,2,1,-1.199490021498441,0.25,3.0,4,0.75,True
confirm_0.25r_4h_4b_cl0.75_below,27,9,33.33333333333333,77.77777777777779,4.652458944275537,0.5169398826972819,2.9892704060693993,2.3387765333865964,0.5547584561454907,1.1813215935122259,1.6597878379765516,3.0,6,2,1,-1.199490021498441,0.25,4.0,4,0.75,True
confirm_0.30r_2h_4b_cl0.75_any,27,7,25.925925925925924,85.71428571428571,4.455068377619313,0.6364383396599019,4.714135422363832,1.1994900214984412,0.584336171694561,1.3270236176053931,1.3930428485442279,2.2857142857142856,6,1,0,-1.199490021498441,0.3,2.0,4,0.75,False
confirm_0.30r_3h_4b_cl0.75_any,27,7,25.925925925925924,85.71428571428571,4.455068377619313,0.6364383396599019,4.714135422363832,1.1994900214984412,0.584336171694561,1.3270236176053931,1.3930428485442279,2.2857142857142856,6,1,0,-1.199490021498441,0.3,3.0,4,0.75,False
confirm_0.30r_4h_4b_cl0.75_any,27,7,25.925925925925924,85.71428571428571,4.455068377619313,0.6364383396599019,4.714135422363832,1.1994900214984412,0.584336171694561,1.3270236176053931,1.3930428485442279,2.2857142857142856,6,1,0,-1.199490021498441,0.3,4.0,4,0.75,False
confirm_0.25r_2h_2b_cl0.75_below,27,4,14.814814814814813,100.0,4.13436890985041,1.0335922274626026,inf,0.0,0.599615946136788,1.490282701220669,1.7704149057874696,2.75,4,0,0,0.9731912194858894,0.25,2.0,2,0.75,True
confirm_0.25r_3h_2b_cl0.75_below,27,4,14.814814814814813,100.0,4.13436890985041,1.0335922274626026,inf,0.0,0.599615946136788,1.490282701220669,1.7704149057874696,2.75,4,0,0,0.9731912194858894,0.25,3.0,2,0.75,True
confirm_0.25r_4h_2b_cl0.75_below,27,4,14.814814814814813,100.0,4.13436890985041,1.0335922274626026,inf,0.0,0.599615946136788,1.490282701220669,1.7704149057874696,2.75,4,0,0,0.9731912194858894,0.25,4.0,2,0.75,True
confirm_0.30r_2h_2b_cl0.75_any,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,2.0,2,0.75,False
confirm_0.30r_2h_2b_cl0.75_below,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,2.0,2,0.75,True
confirm_0.30r_3h_2b_cl0.75_any,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,3.0,2,0.75,False
confirm_0.30r_3h_2b_cl0.75_below,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,3.0,2,0.75,True
confirm_0.30r_4h_2b_cl0.75_any,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,4.0,2,0.75,False
confirm_0.30r_4h_2b_cl0.75_below,27,4,14.814814814814813,100.0,3.935561769527787,0.9838904423819468,inf,0.0,0.4721750728487978,1.441225622510683,1.5261034538028784,2.25,4,0,0,0.8543452539720469,0.3,4.0,2,0.75,True
confirm_0.30r_2h_4b_cl0.75_below,27,6,22.22222222222222,83.33333333333334,3.592055635564601,0.5986759392607669,3.994652369910749,1.1994900214984412,0.5491772121851798,1.1954808905569105,1.4730296690180884,2.6666666666666665,5,1,0,-1.199490021498441,0.3,2.0,4,0.75,True
confirm_0.30r_3h_4b_cl0.75_below,27,6,22.22222222222222,83.33333333333334,3.592055635564601,0.5986759392607669,3.994652369910749,1.1994900214984412,0.5491772121851798,1.1954808905569105,1.4730296690180884,2.6666666666666665,5,1,0,-1.199490021498441,0.3,3.0,4,0.75,True
confirm_0.30r_4h_4b_cl0.75_below,27,6,22.22222222222222,83.33333333333334,3.592055635564601,0.5986759392607669,3.994652369910749,1.1994900214984412,0.5491772121851798,1.1954808905569105,1.4730296690180884,2.6666666666666665,5,1,0,-1.199490021498441,0.3,4.0,4,0.75,True
