symbol,back_inside_bars,signal_time,entry_time,exit_time,direction,level_kind,break_level,entry,sl,tp,exit_price,pnl_r_clean,pnl_r_after_cost,bars_held,exit_reason
XAUUSD,1,2018-01-24 08:00:00,2018-01-24 09:00:00,2018-01-24 18:00:00,long,3m,1344.672,1347.019,1342.7121213495539,1359.9396359513382,1359.9396359513382,2.9999999999999782,2.91873465021728,9,TP
XAUUSD,1,2018-03-01 12:00:00,2018-03-01 13:00:00,2018-03-01 14:00:00,short,3m,1307.018,1306.491,1310.8493646609056,1293.4159060172829,1310.321,-0.8787699740581103,-0.9590753241678921,1,early_back_inside
XAUUSD,1,2018-03-23 06:00:00,2018-03-23 07:00:00,2018-03-23 08:00:00,long,3m,1341.042,1342.851,1336.9802927499838,1360.4631217500487,1339.439,-0.5811906223037455,-0.6408086521414912,1,early_back_inside
XAUUSD,1,2018-04-11 14:00:00,2018-04-11 15:00:00,2018-04-11 18:00:00,long,3m,1356.788,1359.002,1352.5745706681812,1378.284287995456,1352.5745706681812,-1.000000000000012,-1.054454118735706,3,SL
XAUUSD,1,2018-05-15 12:00:00,2018-05-15 13:00:00,2018-05-21 06:00:00,short,3m,1301.678,1297.528,1302.232888276837,1283.4133351694893,1283.4133351694893,2.9999999999999867,2.9256092856182545,85,TP
XAUUSD,1,2018-06-15 14:00:00,2018-06-15 15:00:00,2018-06-26 07:00:00,short,3m,1282.029,1280.479,1286.9907518666105,1260.943744400169,1260.943744400169,2.9999999999999853,2.946251023200855,153,TP
XAUUSD,1,2018-07-13 11:00:00,2018-07-13 12:00:00,2018-07-13 12:00:00,short,3m,1237.949,1237.902,1241.9384930230171,1225.7925209309487,1241.9384930230171,-0.9999999999999939,-1.0867089322350667,0,SL
XAUUSD,1,2018-08-13 07:00:00,2018-08-13 08:00:00,2018-08-13 09:00:00,short,3m,1204.5,1204.468,1209.0490020123293,1190.7249939630124,1204.908,-0.09604885542848822,-0.17245135406484544,1,early_back_inside
XAUUSD,1,2018-09-27 12:00:00,2018-09-27 13:00:00,2018-09-28 15:00:00,short,3m,1187.698,1187.028,1191.8400742800775,1172.5917771597678,1191.8400742800775,-1.000000000000015,-1.0727337068443132,25,SL
XAUUSD,1,2018-10-11 14:00:00,2018-10-11 15:00:00,2018-10-23 11:00:00,long,3m,1212.609,1215.888,1208.8163813053332,1237.1028560840002,1237.1028560840002,2.999999999999995,2.9505063811961283,180,TP
XAUUSD,1,2018-12-04 04:00:00,2018-12-04 05:00:00,2018-12-07 19:00:00,long,3m,1236.418,1236.965,1232.933655299046,1249.0590341028617,1249.0590341028617,3.0000000000000226,2.913180334116001,83,TP
XAUUSD,1,2019-02-18 13:00:00,2019-02-18 14:00:00,2019-02-18 15:00:00,long,3m,1326.248,1326.838,1323.3575546972093,1337.2793359083723,1326.125,-0.20485884361643078,-0.3054206883089724,1,early_back_inside
XAUUSD,1,2019-03-01 16:00:00,2019-03-01 17:00:00,2019-03-04 14:00:00,short,3m,1302.288,1301.328,1307.0390463621502,1284.194860913549,1284.194860913549,2.9999999999999933,2.9387152584997764,20,TP
XAUUSD,1,2019-04-16 12:00:00,2019-04-16 13:00:00,2019-04-23 13:00:00,short,3m,1280.848,1279.075,1283.1694050723752,1266.7917847828744,1266.7917847828744,2.9999999999999893,2.9145174955058515,92,TP
XAUUSD,1,2019-05-13 13:00:00,2019-05-13 14:00:00,2019-05-16 12:00:00,long,3m,1295.708,1297.348,1292.1794707342267,1312.8535877973197,1292.1794707342267,-0.999999999999993,-1.0677175231100746,67,SL
XAUUSD,1,2019-07-18 19:00:00,2019-07-18 20:00:00,2019-07-19 11:00:00,long,3m,1439.138,1445.848,1436.1680618046964,1474.8878145859105,1436.1680618046964,-0.9999999999999994,-1.0361572556496221,14,SL
