symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason,year,month,yearmonth
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-27 05:00:00,2024-05-27 06:00:00,199.89,199.5458928571429,2024-05-28 01:00:00,200.19,one_swing_break,0.3441071428571263,0.8718214841723635,1.4530358069538842,-0.2906071613907603,0.7916666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-27 22:00:00,2024-05-27 23:00:00,170.45,170.09964285714284,2024-05-29 22:00:00,170.09964285714284,initial_stop,0.350357142857149,-1.0,0.9418960244648508,-1.7125382262996478,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-06-03 01:00:00,2024-06-03 02:00:00,170.78,170.3705357142857,2024-06-03 05:00:00,170.3705357142857,initial_stop,0.4094642857143071,-1.0,0.1953772350632562,-1.1234191016135673,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,6,2024-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-06-13 07:00:00,2024-06-13 08:00:00,175.698,175.049375,2024-06-19 06:00:00,178.221,one_swing_break,0.6486250000000098,3.889766814415044,4.682212372326013,-0.7369435343996938,5.916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,6,2024-06
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-06-14 00:00:00,2024-06-14 01:00:00,200.73,200.1075,2024-06-14 07:00:00,200.1075,initial_stop,0.6225000000000023,-1.0,1.36546184738959,-2.3614457831325195,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,6,2024-06
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-06-25 23:00:00,2024-06-26 00:00:00,171.19,170.8269642857143,2024-06-26 21:00:00,171.53,one_swing_break,0.3630357142857008,0.9365469749139644,1.6251844564683433,-0.9640924741761144,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,6,2024-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-06-28 00:00:00,2024-06-28 01:00:00,179.111,178.70019642857142,2024-06-28 09:00:00,178.70019642857142,initial_stop,0.4108035714285734,-1.0,0.2872419039339831,-1.253640512931932,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,6,2024-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-04 23:00:00,2024-07-05 00:00:00,179.23,178.784875,2024-07-05 00:00:00,178.784875,initial_stop,0.4451249999999902,-1.0,0.056163998876734,-1.044650379107023,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-05 12:00:00,2024-07-05 13:00:00,2372.035,2358.5542857142855,2024-07-08 06:00:00,2376.848,one_swing_break,13.480714285714384,0.3570285593175485,1.541461346897688,-0.1083028665289056,2.7083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-10 01:00:00,2024-07-10 02:00:00,2368.175,2355.0058035714287,2024-07-10 17:00:00,2372.955,one_swing_break,13.169196428571468,0.3629682362113766,1.3951496660903409,-0.142757381606164,0.625,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-11 03:00:00,2024-07-11 04:00:00,31.005,30.59771428571429,2024-07-12 01:00:00,31.213,one_swing_break,0.4072857142857131,0.5106980007015145,1.814451069800077,-0.3461943177832306,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-11 04:00:00,2024-07-11 05:00:00,2381.838,2368.625964285714,2024-07-12 01:00:00,2407.828,one_swing_break,13.21203571428623,1.9671457572504656,3.221078183582468,-0.3156213084930609,0.8333333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-07-18 06:00:00,2024-07-18 07:00:00,2471.325,2455.642232142857,2024-07-18 17:00:00,2455.642232142857,initial_stop,15.682767857142608,-1.0,0.2218996054586803,-1.2340933804733436,0.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,7,2024-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-08-02 12:00:00,2024-08-02 13:00:00,2472.755,2449.869107142857,2024-08-02 14:00:00,2449.869107142857,initial_stop,22.885892857143062,-1.0,0.0659795101473818,-1.9470509749455565,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,8,2024-08
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-08-21 02:00:00,2024-08-21 03:00:00,2519.244,2507.483875,2024-08-21 08:00:00,2507.483875,initial_stop,11.760125000000244,-1.0,0.0156460921971269,-1.0585771834908058,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,8,2024-08
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-08-26 06:00:00,2024-08-26 07:00:00,30.069,29.60421428571429,2024-08-28 05:00:00,29.60421428571429,initial_stop,0.4647857142857106,-1.0,0.2431227908406341,-1.4673428615337416,1.9166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,8,2024-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-08-30 14:00:00,2024-08-30 15:00:00,191.8,190.96535714285713,2024-09-02 21:00:00,192.8,one_swing_break,0.8346428571428817,1.1981172443303028,1.9649122807016803,-0.5990586221651514,3.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,8,2024-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-09-02 22:00:00,2024-09-02 23:00:00,193.26,192.7066071428571,2024-09-02 23:00:00,192.7066071428571,initial_stop,0.5533928571428532,-1.0,0.0,-1.0300096805421053,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,9,2024-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-09-11 06:00:00,2024-09-11 07:00:00,2526.485,2513.0975892857145,2024-09-11 12:00:00,2513.0975892857145,initial_stop,13.38741071428558,-1.0,0.0888894817225721,-1.8268655920074597,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,9,2024-09
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-09-25 13:00:00,2024-09-25 14:00:00,32.017,31.62826785714286,2024-09-25 16:00:00,31.62826785714286,initial_stop,0.3887321428571439,-1.0,0.5736597914465482,-1.201341356975518,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,9,2024-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-09-25 13:00:00,2024-09-25 14:00:00,2664.168,2649.8194642857143,2024-09-25 16:00:00,2649.8194642857143,initial_stop,14.348535714285845,-1.0,0.221416321725189,-1.0072804840712857,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,9,2024-09
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-09-26 06:00:00,2024-09-26 07:00:00,31.988,31.70569642857143,2024-09-27 02:00:00,31.70569642857143,initial_stop,0.2823035714285709,-1.0,2.5539882345499576,-1.158327534948443,0.7916666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,9,2024-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-04 02:00:00,2024-10-04 03:00:00,2661.918,2652.5744464285713,2024-10-04 12:00:00,2652.5744464285713,initial_stop,9.343553571428856,-1.0,0.6161467321816486,-3.1947159902070448,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-04 02:00:00,2024-10-04 03:00:00,32.179,31.919142857142855,2024-10-04 12:00:00,31.919142857142855,initial_stop,0.2598571428571468,-1.0,0.3347993402968467,-2.659153380978529,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-04 12:00:00,2024-10-04 13:00:00,100.97,99.8582142857143,2024-10-07 18:00:00,99.8582142857143,initial_stop,1.111785714285702,-1.0,0.4020558946354068,-1.013684548666888,3.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-09 03:00:00,2024-10-09 04:00:00,194.53,193.77821428571428,2024-10-09 05:00:00,193.77821428571428,initial_stop,0.7517857142857167,-1.0,0.0266033254156904,-1.2769596199525004,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-09 05:00:00,2024-10-09 06:00:00,173.192,172.61132142857142,2024-10-14 08:00:00,173.766,one_swing_break,0.5806785714285922,0.9884986776553892,1.6756258072451318,-0.5631342640998598,5.083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-14 04:00:00,2024-10-14 05:00:00,2659.035,2641.5754107142857,2024-10-15 05:00:00,2641.5754107142857,initial_stop,17.459589285714173,-1.0,0.43930013899444,-1.207359443285877,1.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-15 14:00:00,2024-10-15 15:00:00,2659.655,2644.0383928571428,2024-10-21 14:00:00,2725.168,one_swing_break,15.616607142857449,4.195085360136215,5.1716098933140175,-0.1620070209141006,5.958333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-17 14:00:00,2024-10-17 15:00:00,31.904,31.41191071428571,2024-10-17 16:00:00,31.41191071428571,initial_stop,0.492089285714286,-1.0,0.1117683347243888,-1.23148383350873,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-21 15:00:00,2024-10-21 16:00:00,163.04,162.46375,2024-10-24 02:00:00,164.25,one_swing_break,0.5762499999999875,2.099783080260363,3.383947939262576,-0.4859002169197522,2.4166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-10-22 03:00:00,2024-10-22 04:00:00,34.045,33.37882142857143,2024-10-23 01:00:00,34.46,one_swing_break,0.6661785714285742,0.6229560928536926,1.22789899748029,-0.2041494665737448,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,10,2024-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-12-11 00:00:00,2024-12-11 01:00:00,2700.895,2682.817660714286,2024-12-11 04:00:00,2682.817660714286,initial_stop,18.07733928571406,-1.0,0.177183154521595,-1.1034256582086497,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,12,2024-12
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-12-11 15:00:00,2024-12-11 16:00:00,2713.034,2682.7622142857144,2024-12-12 14:00:00,2682.7622142857144,initial_stop,30.27178571428567,-1.0,0.4175835584761891,-1.067297459916715,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,12,2024-12
