symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-03 15:00:00,2015-03-03 16:00:00,1203.558,1215.876267857143,2015-03-09 05:00:00,1172.028,one_swing_break,12.318267857142928,2.559613118147682,3.2338150511072974,-0.4726313851524299,5.541666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-04 09:00:00,2015-03-04 10:00:00,16.221,16.377053571428572,2015-03-09 07:00:00,15.924,one_swing_break,0.156053571428572,1.9031925849639513,3.1976198649731007,-0.8907197619864898,4.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-05 02:00:00,2015-03-05 03:00:00,124.064,124.42583928571429,2015-03-05 13:00:00,124.42583928571429,initial_stop,0.36183928571429647,-1.0,1.3155011597492552,-1.506193554754932,0.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-05 06:00:00,2015-03-05 07:00:00,132.2,132.74160714285716,2015-03-05 10:00:00,132.74160714285716,initial_stop,0.541607142857174,-1.0,0.11078140454994836,-1.1447411803494314,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-06 08:00:00,2015-03-06 09:00:00,132.11,132.45160714285714,2015-03-09 06:00:00,131.34,one_swing_break,0.34160714285712857,2.254051228437134,3.8640878201779563,-0.05854678515415725,2.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-03-09 10:00:00,2015-03-09 11:00:00,182.65,181.94339285714284,2015-03-10 08:00:00,183.33,one_swing_break,0.7066071428571661,0.9623452110184263,1.7407126611068275,-0.15567349001770436,0.875,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-09 20:00:00,2015-03-09 21:00:00,15.725,15.928,2015-03-12 05:00:00,15.566,one_swing_break,0.20300000000000118,0.7832512315270838,2.2216748768472803,-0.5714285714285664,2.3333333333333335,0.9,VShapeStagnation with short-mid alignment and momentum
XAUUSD,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-10 03:00:00,2015-03-10 04:00:00,1161.511,1170.2878928571429,2015-03-10 13:00:00,1170.2878928571429,initial_stop,8.776892857142911,-1.0,0.7199586576766013,-1.0274706717720608,0.375,0.9,VShapeStagnation with short-mid alignment and momentum
EURJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-10 21:00:00,2015-03-10 22:00:00,129.38,130.49785714285716,2015-03-12 07:00:00,128.76,one_swing_break,1.1178571428571615,0.5546325878594197,1.5744408945686557,-0.5009584664536678,1.375,0.9,VShapeStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-11 09:00:00,2015-03-11 10:00:00,1158.401,1165.6341785714287,2015-03-12 06:00:00,1165.6341785714287,initial_stop,7.2331785714286525,-1.0,1.512336504895589,-1.1167980881750108,0.8333333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-12 03:00:00,2015-03-12 04:00:00,120.075,120.78267857142858,2015-03-12 07:00:00,120.78267857142858,initial_stop,0.7076785714285734,-1.0,0.24728740852888756,-1.4399192530910763,0.125,0.9,VShapeStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-03-12 06:00:00,2015-03-12 07:00:00,92.693,92.06369642857143,2015-03-13 04:00:00,93.183,one_swing_break,0.6293035714285651,0.7786385176357307,1.4142617973383427,-0.06038421157174419,0.875,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-13 06:00:00,2015-03-13 07:00:00,180.43,180.76410714285714,2015-03-16 08:00:00,179.41,one_swing_break,0.3341071428571354,3.0529128808124986,6.644575093533016,-0.8679850347407759,3.0416666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-13 10:00:00,2015-03-13 11:00:00,120.466,121.09144642857143,2015-03-17 09:00:00,121.09144642857143,initial_stop,0.6254464285714363,-1.0,0.5787865810135462,-1.0760314061384622,3.9166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-17 05:00:00,2015-03-17 06:00:00,15.528,15.684392857142857,2015-03-17 13:00:00,15.684392857142857,initial_stop,0.15639285714285656,-1.0,0.9719113952957398,-1.2148892441196635,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-17 12:00:00,2015-03-17 13:00:00,1149.792,1157.5188392857144,2015-03-17 13:00:00,1157.5188392857144,initial_stop,7.7268392857145045,-1.0,0.9102039967367532,-1.2989787452363075,0.0,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-18 12:00:00,2015-03-18 13:00:00,128.32,128.87625000000003,2015-03-18 17:00:00,128.87625000000003,initial_stop,0.5562500000000341,-1.0,0.05393258426966166,-1.2044943820224268,0.16666666666666666,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-19 07:00:00,2015-03-19 08:00:00,129.16,130.9530357142857,2015-03-23 16:00:00,130.9530357142857,initial_stop,1.7930357142857076,-1.0,0.45174783388109047,-1.0206154765461715,4.333333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-23 00:00:00,2015-03-23 01:00:00,122.548,123.54319642857143,2015-03-23 12:00:00,123.54319642857143,initial_stop,0.9951964285714325,-1.0,0.22005705980514284,-1.0912418582117613,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-23 06:00:00,2015-03-23 07:00:00,178.75,179.69089285714287,2015-03-25 00:00:00,177.96,one_swing_break,0.9408928571428703,0.8396280129056545,1.3391535395710477,-0.5101537293603919,1.7083333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,SimpleStagnation,安値停滞,高安値停滞,short,売り,2015-03-25 03:00:00,2015-03-25 04:00:00,124.677,125.07871428571428,2015-03-26 08:00:00,124.54,one_swing_break,0.40171428571427725,0.34103840682788883,2.5789473684211104,-0.9982219061166546,1.1666666666666667,0.65,SimpleStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-25 19:00:00,2015-03-25 20:00:00,177.52,178.4169642857143,2015-03-27 01:00:00,177.17,one_swing_break,0.8969642857142901,0.39020505673902406,1.1929126020306773,-0.41250248855262917,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-26 15:00:00,2015-03-26 16:00:00,123.827,124.95828571428572,2015-04-02 13:00:00,124.95828571428572,initial_stop,1.131285714285724,-1.0,0.6841772951130143,-1.1120090920570644,6.875,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-27 01:00:00,2015-03-27 02:00:00,1200.978,1207.6946607142856,2015-03-31 00:00:00,1186.948,one_swing_break,6.716660714285581,2.0888355980464732,2.77816623375249,-0.7695788457806106,3.9166666666666665,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-27 07:00:00,2015-03-27 08:00:00,129.08,129.88375,2015-03-27 16:00:00,129.88375,initial_stop,0.8037499999999795,-1.0,0.08709175738727637,-1.5925349922239922,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-03-31 02:00:00,2015-03-31 03:00:00,91.703,92.10433928571427,2015-04-02 13:00:00,90.889,one_swing_break,0.4013392857142719,2.0282091212459163,3.7574193548388632,-0.2466740823136997,2.4166666666666665,0.76,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-31 03:00:00,2015-03-31 04:00:00,1181.349,1189.1465,2015-03-31 13:00:00,1189.1465,initial_stop,7.797500000000127,-1.0,0.37935235652450244,-1.0016030779095921,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-31 04:00:00,2015-03-31 05:00:00,129.69,130.27357142857142,2015-04-01 04:00:00,129.15,one_swing_break,0.5835714285714175,0.9253365973072254,1.8849449204406623,-0.051407588739293006,0.9583333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-03-31 05:00:00,2015-03-31 06:00:00,177.46,178.1475,2015-03-31 15:00:00,178.1475,initial_stop,0.6875,-1.0,0.5527272727272661,-1.1927272727272629,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,SimpleStagnation,高値停滞,高安値停滞,long,買い,2015-04-02 05:00:00,2015-04-02 06:00:00,16.989,16.85496428571429,2015-04-02 08:00:00,16.85496428571429,initial_stop,0.13403571428571226,-1.0,0.14175326405541216,-1.126565414335214,0.08333333333333333,0.65,SimpleStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-05 22:00:00,2015-04-05 23:00:00,17.019,16.562892857142856,2015-04-08 14:00:00,16.562892857142856,initial_stop,0.4561071428571424,-1.0,0.6270456503014679,-1.089656252446951,2.625,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2015-04-06 07:00:00,2015-04-06 08:00:00,1222.186,1214.982607142857,2015-04-06 19:00:00,1214.982607142857,initial_stop,7.203392857142944,-1.0,0.27792458910733714,-1.1097548278340807,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-06 08:00:00,2015-04-06 09:00:00,125.104,124.67492857142857,2015-04-06 19:00:00,124.67492857142857,initial_stop,0.429071428571433,-1.0,0.41484934243381655,-1.4846012984850865,0.4166666666666667,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-07 07:00:00,2015-04-07 08:00:00,125.185,124.58019642857144,2015-04-07 08:00:00,124.58019642857144,initial_stop,0.6048035714285618,-1.0,0.039682305352979785,-1.2218843189937967,0.0,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-08 04:00:00,2015-04-08 05:00:00,177.71,178.56625,2015-04-08 08:00:00,178.56625,initial_stop,0.8562499999999886,-1.0,0.03503649635036676,-1.132846715328481,0.125,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2015-04-09 02:00:00,2015-04-09 03:00:00,129.71,129.33482142857142,2015-04-09 05:00:00,129.33482142857142,initial_stop,0.37517857142859157,-1.0,0.10661589719178649,-1.012851023322161,0.08333333333333333,0.65,SimpleStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-10 04:00:00,2015-04-10 05:00:00,1196.938,1192.5964285714285,2015-04-13 02:00:00,1206.129,one_swing_break,4.341571428571569,2.1169754203545965,3.178802935079345,-0.6900727188970412,2.875,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-12 23:00:00,2015-04-13 00:00:00,92.117,92.46469642857143,2015-04-14 01:00:00,91.309,one_swing_break,0.3476964285714246,2.3238662626470603,3.5605772687587063,-0.2387139849006196,1.0416666666666667,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2015-04-13 05:00:00,2015-04-13 06:00:00,175.55,176.10267857142858,2015-04-13 07:00:00,176.10267857142858,initial_stop,0.5526785714285722,-1.0,0.09046849757675711,-1.2303715670435778,0.041666666666666664,0.9,VShapeStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-16 00:00:00,2015-04-16 01:00:00,16.406,16.233571428571427,2015-04-16 14:00:00,16.233571428571427,initial_stop,0.17242857142857204,-1.0,0.5393537696768828,-1.6122618061308898,0.5416666666666666,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-17 02:00:00,2015-04-17 03:00:00,92.506,92.95939285714286,2015-04-17 09:00:00,92.95939285714286,initial_stop,0.45339285714285893,-1.0,0.11027963765261244,-1.155730602599446,0.25,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-17 06:00:00,2015-04-17 07:00:00,127.81,128.42000000000002,2015-04-17 08:00:00,128.42000000000002,initial_stop,0.6100000000000136,-1.0,0.0,-1.3606557377048616,0.041666666666666664,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-17 07:00:00,2015-04-17 08:00:00,16.362,16.213410714285715,2015-04-17 18:00:00,16.213410714285715,initial_stop,0.14858928571428365,-1.0,1.036413892561004,-1.022953971878377,0.4166666666666667,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-17 13:00:00,2015-04-17 14:00:00,92.543,93.0835,2015-04-19 21:00:00,93.0835,initial_stop,0.5404999999999944,-1.0,0.41443108233118603,-1.1322849213691046,2.2916666666666665,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-20 05:00:00,2015-04-20 06:00:00,177.37,178.24410714285713,2015-04-21 13:00:00,178.24410714285713,initial_stop,0.8741071428571274,-1.0,0.22880490296222988,-1.0067415730337204,1.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2015-04-20 06:00:00,2015-04-20 07:00:00,1208.801,1201.0551964285714,2015-04-20 10:00:00,1201.0551964285714,initial_stop,7.745803571428496,-1.0,0.0,-1.234603990640089,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-21 00:00:00,2015-04-21 01:00:00,91.928,92.24207142857144,2015-04-21 08:00:00,92.24207142857144,initial_stop,0.3140714285714381,-1.0,0.5763020241073201,-1.5060268364793687,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-21 06:00:00,2015-04-21 07:00:00,127.62,128.31232142857144,2015-04-21 14:00:00,128.31232142857144,initial_stop,0.6923214285714323,-1.0,0.25999484137220347,-1.1266443126128405,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-23 00:00:00,2015-04-23 01:00:00,92.829,93.24235714285714,2015-04-24 08:00:00,93.24235714285714,initial_stop,0.4133571428571514,-1.0,0.6846379816830372,-1.0160705028512014,1.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2015-04-24 03:00:00,2015-04-24 04:00:00,128.99,129.65892857142856,2015-04-24 06:00:00,129.65892857142856,initial_stop,0.6689285714285518,-1.0,0.029898558462376025,-1.0016017084890658,0.08333333333333333,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-24 06:00:00,2015-04-24 07:00:00,180.15,179.57410714285714,2015-04-28 08:00:00,181.03,one_swing_break,0.5758928571428612,1.5280620155038573,2.4831007751937926,-0.20837209302326223,4.041666666666667,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-24 08:00:00,2015-04-24 09:00:00,125.42,124.795375,2015-04-24 13:00:00,124.795375,initial_stop,0.6246249999999947,-1.0,0.21933159895937823,-1.1094656794076507,0.16666666666666666,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2015-04-27 10:00:00,2015-04-27 11:00:00,93.253,92.83017857142856,2015-04-30 01:00:00,95.02,one_swing_break,0.4228214285714387,4.179069178139936,6.371484078046986,-0.2601571078638323,2.5833333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-27 14:00:00,2015-04-27 15:00:00,125.016,124.37421428571429,2015-04-28 09:00:00,124.37421428571429,initial_stop,0.6417857142857173,-1.0,0.6949360044518578,-1.257429048414021,0.75,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2015-04-28 17:00:00,2015-04-28 18:00:00,182.23,181.3398214285714,2015-04-30 04:00:00,182.96,one_swing_break,0.8901785714285779,0.8200601805416393,2.067001003009016,-0.17973921765295373,1.4166666666666667,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2015-04-29 07:00:00,2015-04-29 08:00:00,124.599,124.10153571428572,2015-04-30 04:00:00,126.215,one_swing_break,0.4974642857142868,3.2484744059157076,5.282791298729259,-0.018091751023046092,0.8333333333333334,0.68,WideStagnation with short-mid alignment and momentum
